Mated_Scores,Non_Mated_Scores
0.9458690285682678,0.07858853042125702
0.9680026173591614,6.347186717903242e-05
0.05446825921535492,0.24736875295639038
0.5319024324417114,8.3736922533717e-05
0.6844567656517029,0.9689295291900635
0.9370802044868469,0.044356927275657654
0.5089131593704224,0.12727445363998413
0.2109677642583847,0.051545433700084686
0.0008104047738015652,0.29257863759994507
0.9252049922943115,0.024543117731809616
0.9201236367225647,0.1901828497648239
0.004660205449908972,0.0006820568232797086
0.9283475875854492,0.0048223454505205154
0.977670431137085,1.179141145257745e-05
0.9665416479110718,0.00013798027066513896
0.09736528992652893,0.18574756383895874
0.6762117147445679,0.031194591894745827
0.661670982837677,0.0033422696869820356
0.017226438969373703,0.0010055217426270247
0.9614246487617493,0.005531208124011755
0.01418020948767662,0.0003444380417931825
0.023018136620521545,0.00022394869301933795
0.6550187468528748,5.526170207303949e-05
0.05637425184249878,5.179515210329555e-05
0.29651570320129395,0.6055832505226135
0.5395306944847107,0.003211351577192545
0.9648629426956177,0.441112756729126
0.08534197509288788,0.8664690852165222
0.9882128834724426,0.00023574057559017092
0.2556985914707184,0.004137355834245682
0.08263301849365234,0.0001820675825001672
0.6116721630096436,0.04784043878316879
0.7914153933525085,0.00786678958684206
0.16091671586036682,0.016858335584402084
0.07931489497423172,0.7194488644599915
0.9520452618598938,0.007817268371582031
0.8472310304641724,0.006712396629154682
0.07210993766784668,0.006463740486651659
0.648176372051239,0.00026893705944530666
0.567279040813446,0.0029695709235966206
0.8204602599143982,0.0001426637318218127
0.6402971148490906,0.645814061164856
0.9954036474227905,0.007641598582267761
0.24689891934394836,0.8976559042930603
0.020160064101219177,0.6921261548995972
0.30226626992225647,0.006341839209198952
0.9828737378120422,0.060318369418382645
0.9217838048934937,0.662742555141449
0.9818261861801147,3.8158523238962516e-05
0.8881500363349915,0.9762153625488281
0.8691929578781128,2.0062628891537315e-07
0.9898292422294617,0.29485374689102173
0.634428858757019,0.7216013669967651
0.8558587431907654,0.0021061841398477554
0.9965884685516357,0.017429014667868614
0.9621630311012268,0.00012096527643734589
0.8421269059181213,6.378703255904838e-05
0.5866696238517761,6.130272231530398e-05
0.9362758994102478,0.3222062885761261
0.8124828338623047,0.23194339871406555
0.8072217702865601,0.0020792640279978514
0.1692255437374115,0.1301146149635315
0.984851062297821,0.03496164083480835
0.9870256781578064,0.8200197219848633
0.9881718754768372,0.9796482920646667
0.939845621585846,0.05002349615097046
0.9843832850456238,0.20804952085018158
0.9846668243408203,0.0006717239157296717
0.2107895463705063,0.0011577835539355874
0.7537866830825806,0.022973613813519478
0.0004314357356633991,7.392452243948355e-05
0.9815836548805237,0.0007531862356700003
0.49639812111854553,0.02374543994665146
0.8558418154716492,0.028234027326107025
0.3661198318004608,0.006944841239601374
0.5747005343437195,0.6276894807815552
0.9817790389060974,0.11769720911979675
0.9499997496604919,0.008403105661273003
0.4065449833869934,0.08939476311206818
0.9349364638328552,0.1354086697101593
0.024438533931970596,0.470622181892395
0.9292824864387512,0.0006162040517665446
0.9538983702659607,0.7348940372467041
0.9736735820770264,0.04712860286235809
0.8311710357666016,0.36824169754981995
0.9894168972969055,0.3076237440109253
0.9607810378074646,0.009351806715130806
0.5250383615493774,0.0030862116254866123
0.6110373735427856,0.009561941958963871
0.8412051796913147,0.0011758701875805855
0.08185846358537674,0.31549978256225586
0.9532908797264099,4.1703864553710446e-05
0.005634885281324387,7.383274351013824e-06
0.16876481473445892,0.7263554334640503
0.29918625950813293,0.0012536011636257172
0.9465164542198181,0.20157775282859802
0.22741344571113586,0.10019254684448242
0.6523648500442505,0.001013609697110951
0.003061898285523057,0.9530720114707947
0.2996067702770233,0.12299589067697525
0.9081742763519287,0.28181105852127075
0.9527992010116577,0.003699330613017082
0.8924614787101746,0.0005280722980387509
0.746677041053772,0.0003348836617078632
0.907171368598938,0.019782783463597298
0.0010281653376296163,0.0005935155204497278
0.8306475877761841,6.0565223975572735e-05
0.6909477114677429,0.08002877980470657
0.8745824098587036,0.00019969753338955343
0.9973739385604858,0.5069660544395447
0.029090825468301773,0.00021863068104721606
0.9792523980140686,0.1808212846517563
0.3858208954334259,0.011134322732686996
0.9477717280387878,0.00023062631953507662
0.11543846130371094,0.0038235990796238184
0.0006754413479939103,0.0005243926425464451
0.2775665819644928,0.19136877357959747
0.6166237592697144,0.8261823654174805
0.2573922276496887,0.0013248929753899574
0.8169997930526733,0.17828603088855743
0.027647575363516808,0.013971315696835518
0.8699042797088623,0.1446041315793991
0.004744472447782755,0.7542942762374878
0.024239178746938705,0.542086124420166
0.45551803708076477,1.652084961278888e-06
0.9348213076591492,0.0004504166718106717
0.0027989684604108334,0.007157747633755207
0.9896514415740967,0.172897070646286
0.9968231916427612,0.0010643769055604935
0.9830942749977112,0.0005953114596195519
0.9346445798873901,6.552465492859483e-05
0.7386043071746826,0.0004169914755038917
0.19467420876026154,0.0002495654043741524
0.16249285638332367,5.371778388507664e-05
0.5105223655700684,0.8549471497535706
0.1020466610789299,0.0002151397056877613
0.018300935626029968,0.0002507924218662083
0.15200476348400116,0.012464659288525581
0.8106914758682251,0.0009148860117420554
0.05381268635392189,0.0006688429275527596
0.826773464679718,0.189594566822052
0.014888638630509377,0.08163096010684967
0.2790217101573944,0.0007852595299482346
0.9389775991439819,1.8551821767687215e-07
0.3392065167427063,8.33584854262881e-05
0.8826373815536499,0.10316202789545059
0.3869418203830719,0.0025548962876200676
0.5510817766189575,0.048180945217609406
0.1795859932899475,0.007696946617215872
0.0034350925125181675,0.015894310548901558
0.7454611659049988,6.307171861408278e-05
0.4005785286426544,0.013222727924585342
0.03263404965400696,0.033106014132499695
0.00019380250887479633,0.17261017858982086
0.7724180817604065,0.0010767950443550944
0.9861131310462952,2.7320891604176722e-05
0.1349242776632309,0.06934130936861038
0.9010590314865112,0.13197451829910278
0.8741284012794495,0.12308911979198456
0.9743573665618896,2.446464293370809e-07
0.8677756190299988,0.9613186717033386
0.8406652212142944,3.580212478482281e-06
0.4584340751171112,0.080564945936203
0.9838396906852722,0.00036198925226926804
0.7653099298477173,0.23027366399765015
0.8815543055534363,0.015733255073428154
0.20427283644676208,0.0008191843517124653
0.2242782860994339,0.004575030412524939
3.406855103094131e-05,0.4762202203273773
0.20223455131053925,0.37985512614250183
0.018466541543602943,0.007805264554917812
0.000632733921520412,0.0016311566578224301
0.8614624738693237,0.013102914206683636
0.9436358213424683,0.0012794031063094735
0.974811851978302,0.17859192192554474
0.9537001252174377,8.777645416557789e-05
0.869805634021759,0.005270915571600199
0.9611411094665527,0.06684029847383499
0.7531206011772156,0.048187464475631714
0.035451941192150116,0.22522243857383728
0.3998461663722992,0.0013275910168886185
0.006697915494441986,0.165105402469635
0.4687971770763397,0.5821131467819214
0.971381664276123,0.0029198327101767063
0.1066741943359375,0.21511466801166534
0.32805824279785156,0.00043315245420672
0.9791125059127808,0.2068471759557724
0.0006069185328669846,0.11111553758382797
0.9426621198654175,0.01488080807030201
1.1325018022034783e-05,0.09174855798482895
0.6447275280952454,0.9150072336196899
0.9400278925895691,0.512748658657074
0.4605669379234314,0.0012133046984672546
0.2265648990869522,0.24634818732738495
0.2157907485961914,2.4113069230224937e-07
0.9892292022705078,1.4343314433062915e-05
0.942360520362854,0.007487417198717594
0.099037304520607,0.003577257040888071
0.9229019284248352,4.4884141971124336e-05
0.9923895001411438,0.010833465494215488
0.1991165280342102,0.28564441204071045
0.00043603291851468384,4.049497511005029e-05
0.00035254444810561836,0.5485941767692566
0.4105837047100067,0.00036942653241567314
0.0004448728577699512,0.8329525589942932
0.5896990299224854,4.319866275181994e-05
0.678655743598938,0.601638913154602
0.5379416942596436,0.299800306558609
0.9480249285697937,0.00010216259397566319
0.17854630947113037,0.17729789018630981
0.9084693789482117,0.03595977649092674
0.06684453040361404,0.000812495534773916
0.3863071799278259,0.002667998429387808
0.5867753028869629,6.854315870441496e-05
0.8863799571990967,5.277135642245412e-05
0.9893251657485962,0.0009326044237241149
0.7338562607765198,0.011653978377580643
0.3095058500766754,0.00012384841102175415
0.43056046962738037,0.005380590446293354
0.9181058406829834,0.8919022083282471
0.9917113780975342,0.31614169478416443
0.021919826045632362,0.023086370900273323
0.04039906710386276,0.27421480417251587
0.7682280540466309,0.004058385267853737
0.09226977825164795,0.5829347372055054
0.9245690107345581,0.10561248660087585
0.9483630657196045,0.028786787763237953
0.15799467265605927,0.2182459533214569
0.7029098868370056,0.06079847738146782
0.974816083908081,0.004745233338326216
0.9817204475402832,0.04734091833233833
0.15477187931537628,0.09078148752450943
0.9621245265007019,0.20466095209121704
0.8101596236228943,0.009991609491407871
0.38845837116241455,0.5765604972839355
0.39009058475494385,0.9668769240379333
0.014703786000609398,0.007942776195704937
0.7004973888397217,3.5147102153132437e-06
0.46139562129974365,0.008566709235310555
0.9233389496803284,7.111686136340722e-05
0.4607444405555725,0.12376433610916138
0.44626080989837646,0.012956383638083935
0.07109957933425903,0.4831106662750244
0.8082460761070251,0.003987160045653582
0.9610229730606079,0.0004818603047169745
0.9635261297225952,0.7033751606941223
0.891273021697998,0.003137429477646947
0.8211747407913208,0.0041243815794587135
0.10881850868463516,0.8283719420433044
0.049014970660209656,0.00012922393216285855
0.010636085644364357,0.023830125108361244
0.049598127603530884,0.31039145588874817
0.39190977811813354,0.0002535510575398803
0.9007052183151245,0.0010382605250924826
0.674678385257721,0.021031435579061508
0.128310427069664,0.05861777067184448
0.024578984826803207,0.5080584287643433
0.5969402194023132,0.7795272469520569
0.8368886113166809,0.3636326491832733
